permno,date,ret,prc,shrout
10104,2022-06-08,-0.018022,71.38,2668157.0
10104,2022-06-09,-0.030261,69.22,2668157.0
10104,2022-06-10,-0.030049,67.14,2668157.0
10104,2022-06-13,-0.046023,64.05,2668157.0
10104,2022-06-14,0.104137,70.72,2668157.0
10104,2022-06-15,-0.014423,69.7,2668157.0
10104,2022-06-16,-0.014204,68.71,2668157.0
10104,2022-06-17,-0.014408,67.72,2668157.0
10104,2022-06-21,-0.000591,67.68,2668157.0
10104,2022-06-22,-0.016992,66.53,2668157.0
10104,2022-06-23,0.016534,67.63,2668157.0
10104,2022-06-24,0.045394,70.7,2668157.0
10104,2022-06-27,-0.004102,70.41,2668157.0
10104,2022-06-28,-0.025991,68.58,2668157.0
10104,2022-06-29,0.009186,69.21,2668157.0
10104,2022-06-30,0.009536,69.87,2664926.0
10104,2022-07-01,0.014312,70.87,2664926.0
10104,2022-07-05,0.015804,71.99,2664926.0
10104,2022-07-06,-0.004584,71.66,2664926.0
10104,2022-07-07,0.002372,71.83,2664926.0
10104,2022-07-08,0.000557,71.87,2664926.0
10104,2022-07-11,0.000278,71.57,2664926.0
10104,2022-07-12,-0.016208,70.41,2664926.0
10104,2022-07-13,-0.005397,70.03,2664926.0
10104,2022-07-14,-0.008282,69.45,2664926.0
10104,2022-07-15,0.018575,70.74,2664926.0
10104,2022-07-18,-0.007492,70.21,2664926.0
10104,2022-07-19,0.028913,72.24,2664926.0
10104,2022-07-20,0.004845,72.59,2664926.0
10104,2022-07-21,0.026863,74.54,2664926.0
10104,2022-07-22,0.00483,74.9,2664926.0
10104,2022-07-25,-0.000534,74.86,2664926.0
10104,2022-07-26,-0.011087,74.03,2664926.0
10104,2022-07-27,0.024855,75.87,2664926.0
10104,2022-07-28,0.015421,77.04,2664926.0
10104,2022-07-29,0.010384,77.84,2664926.0
10104,2022-08-01,-0.005139,77.44,2664926.0
10104,2022-08-02,-0.014076,76.35,2664926.0
10104,2022-08-03,0.01336,77.37,2664926.0
10104,2022-08-04,0.000388,77.4,2664926.0
10104,2022-08-05,-0.000646,77.35,2664926.0
10104,2022-08-08,-0.011377,76.47,2664926.0
10104,2022-08-09,0.003923,76.77,2664926.0
10104,2022-08-10,0.01003,77.54,2664926.0
10104,2022-08-11,-0.004901,77.16,2664926.0
10104,2022-08-12,0.025791,79.15,2664926.0
10104,2022-08-15,-0.000505,79.11,2664926.0
10104,2022-08-16,0.005183,79.52,2664926.0
10104,2022-08-17,-0.003395,79.25,2664926.0
10104,2022-08-18,0.000883,79.32,2664926.0
10104,2022-08-19,-0.008321,78.66,2664926.0
10104,2022-08-22,-0.027969,76.46,2664926.0
10104,2022-08-23,-0.000654,76.41,2664926.0
10104,2022-08-24,-0.003141,76.17,2664926.0
10104,2022-08-25,0.009453,76.89,2664926.0
10104,2022-08-26,-0.029133,74.65,2664926.0
10104,2022-08-29,-0.006162,74.19,2664926.0
10104,2022-08-30,-0.000674,74.14,2664926.0
10104,2022-08-31,0.000135,74.15,2664926.0
10104,2022-09-01,0.015509,75.3,2664926.0
10104,2022-09-02,-0.008234,74.68,2664926.0
10104,2022-09-06,-0.011382,73.83,2664926.0
10104,2022-09-07,0.008939,74.49,2664926.0
10104,2022-09-08,0.002148,74.65,2664926.0
10104,2022-09-09,0.016879,75.91,2664926.0
10104,2022-09-12,0.015413,77.08,2664926.0
10104,2022-09-13,-0.013493,76.04,2664926.0
10104,2022-09-14,-0.051552,72.12,2664926.0
10104,2022-09-15,-0.026068,70.24,2664926.0
10104,2022-09-16,-0.020074,68.83,2664926.0
10104,2022-09-19,0.003487,69.07,2664926.0
10104,2022-09-20,-0.013899,68.11,2664926.0
10104,2022-09-21,-0.019968,66.75,2664926.0
10104,2022-09-22,-0.010787,66.03,2664926.0
10104,2022-09-23,-0.022414,64.55,2664926.0
10104,2022-09-26,-0.017041,63.45,2664926.0
10104,2022-09-27,-0.016233,62.42,2664926.0
10104,2022-09-28,0.010413,63.07,2664926.0
10104,2022-09-29,-0.026479,61.4,2664926.0
10104,2022-09-30,-0.005375,61.07,2695653.0
10104,2022-10-03,0.032913,63.08,2695653.0
10104,2022-10-04,0.041376,65.69,2695653.0
10104,2022-10-05,0.014462,66.64,2695653.0
10104,2022-10-06,-0.020108,65.3,2695653.0
10104,2022-10-07,-0.030781,63.29,2695653.0
10104,2022-10-10,-0.011376,62.57,2695653.0
10104,2022-10-11,0.002557,62.41,2695653.0
10104,2022-10-12,0.021952,63.78,2695653.0
10104,2022-10-13,0.022264,65.2,2695653.0
10104,2022-10-14,-0.01365,64.31,2695653.0
10104,2022-10-17,0.04214,67.02,2695653.0
10104,2022-10-18,0.000149,67.03,2695653.0
10104,2022-10-19,-0.010891,66.3,2695653.0
10104,2022-10-20,0.044495,69.25,2695653.0
10104,2022-10-21,0.04982,72.7,2695653.0
10104,2022-10-24,0.003026,72.92,2695653.0
10104,2022-10-25,0.003017,73.14,2695653.0
10104,2022-10-26,0.02297,74.82,2695653.0
10104,2022-10-27,0.004411,75.15,2695653.0
10104,2022-10-28,0.029408,77.36,2695653.0
10104,2022-10-31,0.009178,78.07,2695653.0
10104,2022-11-01,-0.012297,77.11,2695653.0
10104,2022-11-02,-0.025807,75.12,2695653.0
10104,2022-11-03,-0.001198,75.03,2695653.0
10104,2022-11-04,0.012928,76.0,2695653.0
10104,2022-11-07,0.009737,76.74,2695653.0
10104,2022-11-08,-0.014334,75.64,2695653.0
10104,2022-11-09,0.000264,75.66,2695653.0
10104,2022-11-10,0.019958,77.17,2695653.0
10104,2022-11-11,0.007386,77.74,2695653.0
10104,2022-11-14,0.010162,78.53,2695653.0
10104,2022-11-15,0.008277,79.18,2695653.0
10104,2022-11-16,0.008967,79.89,2695653.0
10104,2022-11-17,-0.008637,79.2,2695653.0
10104,2022-11-18,0.006692,79.73,2695653.0
10104,2022-11-21,0.001129,79.82,2695653.0
10104,2022-11-22,0.028815,82.12,2695653.0
10104,2022-11-23,0.005358,82.56,2695653.0
10104,2022-11-25,0.001938,82.72,2695653.0
10104,2022-11-28,-0.016078,81.39,2695653.0
10104,2022-11-29,-0.006635,80.85,2695653.0
10104,2022-11-30,0.026964,83.03,2696166.0
10104,2022-12-01,0.013007,84.11,2696166.0
10104,2022-12-02,-0.009036,83.35,2696166.0
10104,2022-12-05,-0.047031,79.43,2696166.0
10104,2022-12-06,-0.006547,78.91,2696166.0
10104,2022-12-07,-0.001648,78.78,2696166.0
10104,2022-12-08,0.016375,80.07,2696166.0
10104,2022-12-09,-0.002623,79.86,2696166.0
10104,2022-12-12,0.017781,81.28,2696166.0
10104,2022-12-13,-0.008858,80.56,2696166.0
10104,2022-12-14,0.015641,81.82,2696166.0
10104,2022-12-15,-0.021388,80.07,2696166.0
10104,2022-12-16,-0.00612,79.58,2696166.0
10104,2022-12-19,0.011561,80.5,2696166.0
10104,2022-12-20,0.005466,80.94,2696166.0
10104,2022-12-21,0.006919,81.5,2696166.0
10104,2022-12-22,-0.012393,80.49,2696166.0
10104,2022-12-23,0.004473,80.85,2696166.0
10104,2022-12-27,0.001608,80.98,2696166.0
10104,2022-12-28,-0.008027,80.33,2696166.0
10104,2022-12-29,0.01332,81.4,2696166.0
10104,2022-12-30,0.004177,81.74,2696253.0
10104,2023-01-03,0.024223,83.72,2696253.0
10104,2023-01-04,0.009078,84.48,2696253.0
10104,2023-01-05,-0.002012,84.31,2696253.0
10104,2023-01-06,0.016012,85.66,2696253.0
10104,2023-01-09,0.012608,86.42,2696253.0
10104,2023-01-10,0.000926,86.5,2696253.0
10104,2023-01-11,0.024277,88.6,2696253.0
10104,2023-01-12,0.002032,88.78,2696253.0
10104,2023-01-13,0.004731,89.2,2696253.0
10104,2023-01-17,-0.006726,88.6,2696253.0
10104,2023-01-18,-0.021332,86.71,2696253.0
10104,2023-01-19,-0.00888,85.94,2696253.0
10104,2023-01-20,0.015243,87.25,2696253.0
10104,2023-01-23,0.019714,88.97,2696253.0
10104,2023-01-24,0.008205,89.7,2696253.0
10104,2023-01-25,-0.000669,89.64,2696253.0
10104,2023-01-26,0.00212,89.83,2696253.0
10104,2023-01-27,-0.009351,88.99,2696253.0
10104,2023-01-30,-0.018429,87.35,2696253.0
10104,2023-01-31,0.012708,88.46,2696253.0
10104,2023-02-01,0.017974,90.05,2696253.0
10104,2023-02-02,-0.00744,89.38,2696253.0
10104,2023-02-03,0.002685,89.62,2696253.0
10104,2023-02-06,-0.012163,88.53,2696253.0
10104,2023-02-07,-0.008924,87.74,2696253.0
10104,2023-02-08,-0.011967,86.69,2696253.0
10104,2023-02-09,-0.000461,86.65,2696253.0
10104,2023-02-10,0.005655,87.14,2696253.0
10104,2023-02-13,0.026165,89.42,2696253.0
10104,2023-02-14,-0.00369,89.09,2696253.0
10104,2023-02-15,-0.008418,88.34,2696253.0
10104,2023-02-16,-0.007018,87.72,2696253.0
10104,2023-02-17,-0.005016,87.28,2696253.0
10104,2023-02-21,-0.012374,86.2,2696253.0
10104,2023-02-22,0.001392,86.32,2696253.0
10104,2023-02-23,0.026182,88.58,2696253.0
10104,2023-02-24,0.000903,88.66,2696253.0
10104,2023-02-27,-0.007895,87.96,2696253.0
10104,2023-02-28,-0.006367,87.4,2696253.0
10104,2023-03-01,-0.012128,86.34,2696253.0
10104,2023-03-02,0.007297,86.97,2696253.0
10104,2023-03-03,0.026216,89.25,2696253.0
10104,2023-03-06,0.00549,89.74,2696253.0
10104,2023-03-07,-0.015378,88.36,2696253.0
10104,2023-03-08,0.001471,88.49,2696253.0
10104,2023-03-09,-0.018307,86.87,2696253.0
10104,2023-03-10,-0.032232,84.07,2696253.0
10104,2023-03-13,0.01023,84.93,2696253.0
10104,2023-03-14,-0.004357,84.56,2696253.0
10104,2023-03-15,-0.018685,82.98,2696253.0
10104,2023-03-16,0.022174,84.82,2696253.0
10104,2023-03-17,0.005187,85.26,2696253.0
10104,2023-03-20,0.019939,86.96,2696253.0
10104,2023-03-21,0.00713,87.58,2696253.0
10104,2023-03-22,0.003654,87.9,2696253.0
10104,2023-03-23,-0.001365,87.78,2696253.0
10104,2023-03-24,0.00262,88.01,2696253.0
10104,2023-03-27,0.024202,90.14,2696253.0
10104,2023-03-28,-0.003217,89.85,2696253.0
10104,2023-03-29,0.00857,90.62,2696253.0
10104,2023-03-30,-0.001214,90.51,2696253.0
10104,2023-03-31,0.026627,92.92,2699802.0
10104,2023-04-03,0.010762,93.92,2699802.0
10104,2023-04-04,0.000852,94.0,2699802.0
10104,2023-04-05,0.009468,94.89,2699802.0
10104,2023-04-06,0.010855,95.92,2699802.0
10104,2023-04-10,-0.018349,93.76,2699802.0
10104,2023-04-11,0.00224,93.97,2699802.0
10104,2023-04-12,-0.000745,93.9,2699802.0
10104,2023-04-13,0.017572,95.55,2699802.0
10104,2023-04-14,0.001674,95.71,2699802.0
10104,2023-04-17,-0.001254,95.59,2699802.0
10104,2023-04-18,0.009206,96.47,2699802.0
10104,2023-04-19,-0.006842,95.81,2699802.0
10104,2023-04-20,-0.010229,94.83,2699802.0
10104,2023-04-21,0.003374,95.15,2699802.0
10104,2023-04-24,0.003048,95.44,2699802.0
10104,2023-04-25,-0.014459,94.06,2699802.0
10104,2023-04-26,-0.003721,93.71,2699802.0
10104,2023-04-27,0.014193,95.04,2699802.0
10104,2023-04-28,-0.003367,94.72,2699802.0
10104,2023-05-01,0.001584,94.87,2699802.0
10104,2023-05-02,-0.000738,94.8,2699802.0
10104,2023-05-03,-0.000211,94.78,2699802.0
10104,2023-05-04,0.002005,94.97,2699802.0
10104,2023-05-05,0.021059,96.97,2699802.0
10104,2023-05-08,-0.001856,96.79,2699802.0
10104,2023-05-09,-0.006716,96.14,2699802.0
10104,2023-05-10,0.014354,97.52,2699802.0
10104,2023-05-11,-0.00082,97.44,2699802.0
10104,2023-05-12,0.004208,97.85,2699802.0
10104,2023-05-15,-0.00603,97.26,2699802.0
10104,2023-05-16,0.010179,98.25,2699802.0
10104,2023-05-17,0.015471,99.77,2699802.0
10104,2023-05-18,0.025759,102.34,2699802.0
10104,2023-05-19,0.004886,102.84,2699802.0
10104,2023-05-22,-0.010405,101.77,2699802.0
10104,2023-05-23,-0.031738,98.54,2699802.0
10104,2023-05-24,-0.002233,98.32,2699802.0
10104,2023-05-25,0.06072,104.29,2699802.0
10104,2023-05-26,-0.002014,104.08,2699802.0
10104,2023-05-30,0.010281,105.15,2699802.0
10104,2023-05-31,0.007513,105.94,2699802.0
10104,2023-06-01,0.000472,105.99,2699802.0
10104,2023-06-02,-0.000943,105.89,2699802.0
10104,2023-06-05,0.009822,106.93,2699802.0
10104,2023-06-06,0.00159,107.1,2699802.0
10104,2023-06-07,-0.017274,105.25,2699802.0
10104,2023-06-08,0.021188,107.48,2699802.0
10104,2023-06-09,0.022051,109.85,2699802.0
10104,2023-06-12,0.0599,116.43,2699802.0
10104,2023-06-13,0.002147,116.68,2699802.0
10104,2023-06-14,0.047909,122.27,2699802.0
10104,2023-06-15,0.035005,126.55,2699802.0
10104,2023-06-16,-0.008613,125.46,2699802.0
10104,2023-06-20,-0.02726,122.04,2699802.0
10104,2023-06-21,0.000492,122.1,2699802.0
10104,2023-06-22,-0.012449,120.58,2699802.0
10104,2023-06-23,-0.016089,118.64,2699802.0
10104,2023-06-26,-0.015678,116.78,2699802.0
10104,2023-06-27,0.009077,117.84,2699802.0
10104,2023-06-28,-0.011117,116.53,2699802.0
10104,2023-06-29,0.010727,117.78,2699802.0
10104,2023-06-30,0.011122,119.09,2714259.0
10104,2023-07-03,-0.01629,117.15,2714259.0
10104,2023-07-05,-0.010158,115.96,2714259.0
10104,2023-07-06,-0.004398,115.45,2714259.0
10104,2023-07-07,-0.007276,114.61,2714259.0
10104,2023-07-10,-0.002007,114.38,2714259.0
10104,2023-07-11,0.007869,114.88,2714259.0
10104,2023-07-12,0.009923,116.02,2714259.0
10104,2023-07-13,0.012326,117.45,2714259.0
10104,2023-07-14,0.015496,119.27,2714259.0
10104,2023-07-17,-0.003186,118.89,2714259.0
10104,2023-07-18,0.015813,120.77,2714259.0
10104,2023-07-19,-0.017223,118.69,2714259.0
10104,2023-07-20,-0.023675,115.88,2714259.0
10104,2023-07-21,0.015275,117.65,2714259.0
10104,2023-07-24,0.00357,118.07,2714259.0
10104,2023-07-25,-0.001016,117.95,2714259.0
10104,2023-07-26,-0.020772,115.5,2714259.0
10104,2023-07-27,0.007792,116.4,2714259.0
10104,2023-07-28,-0.003522,115.99,2714259.0
10104,2023-07-31,0.010691,117.23,2714259.0
10104,2023-08-01,0.005801,117.91,2714259.0
10104,2023-08-02,-0.018658,115.71,2714259.0
10104,2023-08-03,-0.010025,114.55,2714259.0
10104,2023-08-04,-0.00096,114.44,2714259.0
10104,2023-08-07,0.014505,116.1,2714259.0
10104,2023-08-08,-0.007494,115.23,2714259.0
10104,2023-08-09,-0.018485,113.1,2714259.0
10104,2023-08-10,-0.000973,112.99,2714259.0
10104,2023-08-11,0.00062,113.06,2714259.0
10104,2023-08-14,0.022201,115.57,2714259.0
10104,2023-08-15,0.014883,117.29,2714259.0
10104,2023-08-16,-0.016626,115.34,2714259.0
10104,2023-08-17,-0.003988,114.88,2714259.0
10104,2023-08-18,0.013754,116.46,2714259.0
10104,2023-08-21,0.001116,116.59,2714259.0
10104,2023-08-22,-0.000429,116.54,2714259.0
10104,2023-08-23,0.011155,117.84,2714259.0
10104,2023-08-24,-0.041836,112.91,2714259.0
10104,2023-08-25,0.027898,116.06,2714259.0
10104,2023-08-28,0.006721,116.84,2714259.0
10104,2023-08-29,0.032609,120.65,2714259.0
10104,2023-08-30,0.003896,121.12,2714259.0
10104,2023-08-31,-0.006027,120.39,2714259.0
10104,2023-09-01,0.004485,120.93,2714259.0
10104,2023-09-05,0.025221,123.98,2714259.0
10104,2023-09-06,0.002823,124.33,2714259.0
10104,2023-09-07,0.006113,125.09,2714259.0
10104,2023-09-08,0.009833,126.32,2714259.0
10104,2023-09-11,0.003087,126.71,2714259.0
10104,2023-09-12,-0.134954,109.61,2714259.0
10104,2023-09-13,0.020345,111.84,2714259.0
10104,2023-09-14,0.016273,113.66,2714259.0
10104,2023-09-15,0.0022,113.91,2714259.0
10104,2023-09-18,-0.014924,112.21,2714259.0
10104,2023-09-19,0.004991,112.77,2714259.0
10104,2023-09-20,0.000887,112.87,2714259.0
10104,2023-09-21,-0.030478,109.43,2714259.0
10104,2023-09-22,-0.003655,109.03,2714259.0
10104,2023-09-25,-0.006695,108.3,2714259.0
10104,2023-09-26,-0.031579,104.88,2714259.0
10104,2023-09-27,-0.002479,104.62,2714259.0
10104,2023-09-28,0.014624,106.15,2714259.0
10104,2023-09-29,-0.002167,105.92,2739376.0
10104,2023-10-02,0.007458,106.71,2739376.0
10104,2023-10-03,-0.020523,104.52,2739376.0
10104,2023-10-04,0.024493,107.08,2739376.0
10104,2023-10-05,0.01186,108.35,2739376.0
10104,2023-10-06,0.014859,109.96,2739376.0
10104,2023-10-09,0.003274,110.32,2739376.0
10104,2023-10-10,-0.005529,109.71,2739376.0
10104,2023-10-11,0.003008,109.64,2739376.0
10104,2023-10-12,-0.004834,109.11,2739376.0
10104,2023-10-13,-0.007882,108.25,2739376.0
10104,2023-10-16,0.004249,108.71,2739376.0
10104,2023-10-17,0.003036,109.04,2739376.0
10104,2023-10-18,-0.007245,108.25,2739376.0
10104,2023-10-19,0.000831,108.34,2739376.0
10104,2023-10-20,-0.059904,101.85,2739376.0
10104,2023-10-23,0.017771,103.66,2739376.0
10104,2023-10-24,-0.004438,103.2,2739376.0
10104,2023-10-25,-0.017151,101.43,2739376.0
10104,2023-10-26,-0.010155,100.4,2739376.0
10104,2023-10-27,0.005876,100.99,2739376.0
10104,2023-10-30,0.006535,101.65,2739376.0
10104,2023-10-31,0.017216,103.4,2739376.0
10104,2023-11-01,0.022727,105.75,2739376.0
10104,2023-11-02,0.010591,106.87,2739376.0
10104,2023-11-03,0.011042,108.05,2739376.0
10104,2023-11-06,0.00981,109.11,2739376.0
10104,2023-11-07,-0.0011,108.99,2739376.0
10104,2023-11-08,0.030645,112.33,2739376.0
10104,2023-11-09,-0.001335,112.18,2739376.0
10104,2023-11-10,0.007934,113.07,2739376.0
10104,2023-11-13,0.009552,114.15,2739376.0
10104,2023-11-14,0.017083,116.1,2739376.0
10104,2023-11-15,-0.017571,114.06,2739376.0
10104,2023-11-16,0.005348,114.67,2739376.0
10104,2023-11-17,0.006017,115.36,2739376.0
10104,2023-11-20,0.013523,116.92,2739376.0
10104,2023-11-21,-0.007184,116.08,2739376.0
10104,2023-11-22,0.001378,116.24,2739376.0
10104,2023-11-24,8.6e-05,116.25,2739376.0
10104,2023-11-27,0.001892,116.47,2739376.0
10104,2023-11-28,-0.001975,116.24,2739376.0
10104,2023-11-29,-0.000258,116.21,2739376.0
10104,2023-11-30,0.0,116.21,2739376.0
10104,2023-12-01,0.008175,117.16,2739376.0
10104,2023-12-04,-0.011779,115.78,2739376.0
10104,2023-12-05,-0.010796,114.53,2739376.0
10104,2023-12-06,-0.021828,112.03,2739376.0
10104,2023-12-07,0.007498,112.87,2739376.0
10104,2023-12-08,0.006556,113.61,2739376.0
10104,2023-12-11,0.013379,115.13,2739376.0
10104,2023-12-12,-0.124381,100.81,2739376.0
10104,2023-12-13,0.021625,102.99,2739376.0
10104,2023-12-14,-0.026022,100.31,2739376.0
10104,2023-12-15,0.030007,103.32,2739376.0
10104,2023-12-18,0.01626,105.0,2739376.0
10104,2023-12-19,0.011905,106.25,2739376.0
10104,2023-12-20,-0.019765,104.15,2739376.0
10104,2023-12-21,0.016419,105.86,2739376.0
10104,2023-12-22,0.003212,106.2,2739376.0
10104,2023-12-26,-9.4e-05,106.19,2739376.0
10104,2023-12-27,-0.002354,105.94,2739376.0
10104,2023-12-28,0.002926,106.25,2739376.0
10104,2023-12-29,-0.007718,105.43,2748922.0
10104,2024-01-02,-0.012994,104.06,2748922.0
10104,2024-01-03,-0.015376,102.46,2748922.0
10104,2024-01-04,0.001269,102.59,2748922.0
10104,2024-01-05,0.001365,102.73,2748922.0
10104,2024-01-08,0.018787,104.66,2748922.0
10104,2024-01-09,-0.009841,103.63,2748922.0
10104,2024-01-10,0.006658,103.92,2748922.0
10104,2024-01-11,0.008179,104.77,2748922.0
10104,2024-01-12,0.017467,106.6,2748922.0
10104,2024-01-16,-0.000281,106.57,2748922.0
10104,2024-01-17,-0.001314,106.43,2748922.0
10104,2024-01-18,0.021329,108.7,2748922.0
10104,2024-01-19,0.008924,109.67,2748922.0
10104,2024-01-22,0.003921,110.1,2748922.0
10104,2024-01-23,0.015713,111.83,2748922.0
10104,2024-01-24,0.022177,114.31,2748922.0
10104,2024-01-25,0.006036,115.0,2748922.0
10104,2024-01-26,-0.00313,114.64,2748922.0
10104,2024-01-29,-0.007763,113.75,2748922.0
10104,2024-01-30,0.003604,114.16,2748922.0
10104,2024-01-31,-0.021549,111.7,2748922.0
10104,2024-02-01,0.034288,115.53,2748922.0
10104,2024-02-02,0.002251,115.79,2748922.0
10104,2024-02-05,0.005182,116.39,2748922.0
10104,2024-02-06,-0.009365,115.3,2748922.0
10104,2024-02-07,0.017086,117.27,2748922.0
10104,2024-02-08,-0.005031,116.68,2748922.0
10104,2024-02-09,-0.000343,116.64,2748922.0
10104,2024-02-12,-0.006859,115.84,2748922.0
10104,2024-02-13,-0.018646,113.68,2748922.0
10104,2024-02-14,0.005102,114.26,2748922.0
10104,2024-02-15,-0.012953,112.78,2748922.0
10104,2024-02-16,-0.013034,111.31,2748922.0
10104,2024-02-20,-0.025694,108.45,2748922.0
10104,2024-02-21,-0.002674,108.16,2748922.0
10104,2024-02-22,0.02635,111.01,2748922.0
10104,2024-02-23,0.008468,111.95,2748922.0
10104,2024-02-26,-0.008754,110.97,2748922.0
10104,2024-02-27,0.003695,111.38,2748922.0
10104,2024-02-28,0.002694,111.68,2748922.0
10104,2024-02-29,0.0,111.68,2748922.0
10104,2024-03-01,0.018804,113.78,2748922.0
10104,2024-03-04,0.002461,114.06,2748922.0
10104,2024-03-05,-0.027354,110.94,2748922.0
10104,2024-03-06,0.011988,112.27,2748922.0
10104,2024-03-07,0.020219,114.54,2748922.0
10104,2024-03-08,-0.018509,112.42,2748922.0
